plate,well,slope,OD_min,OD_max,fit_start_time,fit_end_time
1,A01,0.9629264867863907,0.01,0.1,6.5,9.833333333333334
1,A02,0.9818332969125528,0.01,0.1,6.666666666666667,9.833333333333334
1,A03,0.9686940475103988,0.01,0.1,6.666666666666667,10.0
1,A04,0.9703753312264289,0.01,0.1,6.833333333333333,10.0
1,A05,0.9699986532041454,0.01,0.1,6.333333333333333,9.666666666666666
1,A06,0.7637024261027335,0.01,0.1,3.5,7.833333333333333
1,A07,0.9583066978842676,0.01,0.1,6.666666666666667,10.0
1,A08,0.9693020481081361,0.01,0.1,6.666666666666667,9.833333333333334
1,A09,0.9886365157106061,0.01,0.1,6.666666666666667,9.833333333333334
1,A10,0.9405247836628692,0.01,0.1,6.666666666666667,10.0
1,A11,0.9417342932358419,0.01,0.1,6.833333333333333,10.0
1,A12,0.9742749428751853,0.01,0.1,7.0,10.166666666666666
1,B01,0.9512120769275727,0.01,0.1,6.5,9.833333333333334
1,B02,0.9613962383230179,0.01,0.1,6.5,9.833333333333334
1,B03,0.9842814839278435,0.01,0.1,6.666666666666667,9.833333333333334
1,B04,0.9664956165460435,0.01,0.1,6.5,9.833333333333334
1,B05,0.9816996157135073,0.01,0.1,6.666666666666667,9.833333333333334
1,B06,0.7635106430509848,0.01,0.1,3.6666666666666665,7.833333333333333
1,B07,0.9746525569741975,0.01,0.1,6.833333333333333,10.0
1,B08,0.9817546655220519,0.01,0.1,6.833333333333333,10.0
1,B09,0.9695184730428691,0.01,0.1,6.666666666666667,10.0
1,B10,0.9804562433388434,0.01,0.1,6.833333333333333,10.166666666666666
1,B11,0.9781161802044281,0.01,0.1,7.0,10.166666666666666
1,B12,0.9586157366619349,0.01,0.1,6.833333333333333,10.166666666666666
1,C01,0.9779499554401803,0.01,0.1,6.5,9.666666666666666
1,C02,0.9609671339250515,0.01,0.1,6.333333333333333,9.666666666666666
1,C03,0.9702107001337137,0.01,0.1,6.333333333333333,9.666666666666666
1,C04,0.9664003588592037,0.01,0.1,6.166666666666667,9.666666666666666
1,C05,0.960943773224196,0.01,0.1,6.333333333333333,9.666666666666666
1,C06,0.7759594934285289,0.01,0.1,3.5,7.666666666666667
1,C07,0.9558265850009618,0.01,0.1,6.333333333333333,9.666666666666666
1,C08,0.9884589668738893,0.01,0.1,6.5,9.666666666666666
1,C09,0.9601981923906032,0.01,0.1,6.333333333333333,9.666666666666666
1,C10,0.9467509741885404,0.01,0.1,6.333333333333333,9.666666666666666
1,C11,0.9767881733446169,0.01,0.1,6.5,9.666666666666666
1,C12,0.9481163239894845,0.01,0.1,6.333333333333333,9.666666666666666
1,D01,0.9536054954134647,0.01,0.1,6.333333333333333,9.666666666666666
1,D02,0.9578520421293715,0.01,0.1,6.333333333333333,9.666666666666666
1,D03,0.9830791285125353,0.01,0.1,6.5,9.666666666666666
1,D04,0.9576115458871085,0.01,0.1,6.333333333333333,9.666666666666666
1,D05,0.9761910366536063,0.01,0.1,6.5,9.666666666666666
1,D06,0.7673320869127604,0.01,0.1,3.5,7.833333333333333
1,D07,0.9621805856450162,0.01,0.1,6.333333333333333,9.666666666666666
1,D08,0.9671658493879144,0.01,0.1,6.5,9.666666666666666
1,D09,0.9860718843647824,0.01,0.1,6.5,9.666666666666666
1,D10,0.9744647313436908,0.01,0.1,6.5,9.833333333333334
1,D11,0.9647512141316652,0.01,0.1,6.5,9.833333333333334
1,D12,0.9553502893382582,0.01,0.1,6.333333333333333,9.666666666666666
1,E01,0.9653651996592337,0.01,0.1,6.166666666666667,9.5
1,E02,0.9705941886723686,0.01,0.1,6.333333333333333,9.666666666666666
1,E03,0.9663399537543452,0.01,0.1,6.333333333333333,9.666666666666666
1,E04,0.9730991275085379,0.01,0.1,6.333333333333333,9.666666666666666
1,E05,0.9658601380758646,0.01,0.1,6.333333333333333,9.666666666666666
1,E06,0.7597566658631916,0.01,0.1,3.5,7.666666666666667
1,E07,0.988167337573768,0.01,0.1,6.5,9.666666666666666
1,E08,0.9688094362283799,0.01,0.1,6.5,9.666666666666666
1,E09,0.9490533176521504,0.01,0.1,6.333333333333333,9.666666666666666
1,E10,0.9445153475157988,0.01,0.1,6.333333333333333,9.666666666666666
1,E11,0.949062333513164,0.01,0.1,6.333333333333333,9.666666666666666
1,E12,0.9557181615326603,0.01,0.1,6.333333333333333,9.666666666666666
1,F01,0.9627100820733329,0.01,0.1,6.166666666666667,9.5
1,F02,0.9597434017546069,0.01,0.1,6.166666666666667,9.666666666666666
1,F03,0.9590170038020446,0.01,0.1,6.333333333333333,9.666666666666666
1,F04,0.9630150538591382,0.01,0.1,6.333333333333333,9.666666666666666
1,F05,0.9652227439051648,0.01,0.1,6.333333333333333,9.666666666666666
1,F06,0.7708179966826338,0.01,0.1,3.5,7.666666666666667
1,F07,0.9829012132090769,0.01,0.1,6.5,9.666666666666666
1,F08,0.9979062696652918,0.01,0.1,6.5,9.666666666666666
1,F09,0.9869150749126366,0.01,0.1,6.5,9.666666666666666
1,F10,0.9727896537211638,0.01,0.1,6.5,9.833333333333334
1,F11,0.975624043866133,0.01,0.1,6.5,9.666666666666666
1,F12,0.9632066029326151,0.01,0.1,6.5,9.833333333333334
1,G01,0.9476949420852925,0.01,0.1,6.5,9.833333333333334
1,G02,0.9804537039427071,0.01,0.1,6.833333333333333,10.0
1,G03,0.9686940475103988,0.01,0.1,7.0,10.333333333333334
1,G04,0.9821896140374015,0.01,0.1,7.666666666666667,10.833333333333334
1,G05,0.9915364258149406,0.01,0.1,7.5,10.666666666666666
1,G06,0.8910883048710021,0.01,0.1,4.833333333333333,8.666666666666666
1,G07,0.9759117458441583,0.01,0.1,7.0,10.166666666666666
1,G08,0.9607849040182408,0.01,0.1,6.333333333333333,9.666666666666666
1,G09,0.9837911629955421,0.01,0.1,6.666666666666667,9.833333333333334
1,G10,0.9383179426303935,0.01,0.1,6.166666666666667,9.5
1,G11,0.9461107603281824,0.01,0.1,6.333333333333333,9.666666666666666
1,G12,0.9586157366619349,0.01,0.1,8.5,11.833333333333334
1,H01,0.9497229630912114,0.01,0.1,6.333333333333333,9.5
1,H02,0.9361446360499069,0.01,0.1,6.166666666666667,9.666666666666666
1,H03,0.9717079245924967,0.01,0.1,6.333333333333333,9.666666666666666
1,H04,0.9670033917948065,0.01,0.1,6.333333333333333,9.666666666666666
1,H05,0.9416892237317656,0.01,0.1,6.166666666666667,9.666666666666666
1,H06,0.7434535108114902,0.01,0.1,3.3333333333333335,7.5
1,H07,0.9553575964233179,0.01,0.1,6.5,9.833333333333334
1,H08,0.9672246358135441,0.01,0.1,6.666666666666667,10.0
1,H09,0.9935905273298264,0.01,0.1,7.0,10.166666666666666
1,H10,0.986797334707491,0.01,0.1,7.0,10.166666666666666
1,H11,0.9803696918654503,0.01,0.1,7.0,10.166666666666666
1,H12,0.9734714845754232,0.01,0.1,7.166666666666667,10.333333333333334
2,A01,0.9641430650833265,0.03,0.1,8.0,9.833333333333334
2,A02,0.9772002523571448,0.01,0.1,6.5,9.666666666666666
2,A03,0.971669013289324,0.01,0.1,6.5,9.666666666666666
2,A04,0.976591334929845,0.01,0.1,6.5,9.666666666666666
2,A05,0.949260346729038,0.01,0.1,6.5,9.666666666666666
2,A06,0.9623846880618089,0.01,0.1,6.333333333333333,9.666666666666666
2,A07,0.9790179815253023,0.01,0.1,6.5,9.666666666666666
2,A08,0.9491655832884609,0.01,0.1,6.333333333333333,9.666666666666666
2,A09,0.9754174106799088,0.01,0.1,6.5,9.666666666666666
2,A10,0.9472408946170041,0.01,0.1,6.5,9.833333333333334
2,A11,0.9740419399300346,0.01,0.1,6.666666666666667,9.833333333333334
2,A12,0.9710799228722482,0.01,0.1,6.5,9.666666666666666
2,B01,0.9214561369881076,0.01,0.1,6.5,10.0
2,B02,0.9646283073183562,0.01,0.1,6.666666666666667,9.833333333333334
2,B03,0.9495171803038747,0.01,0.1,6.666666666666667,9.833333333333334
2,B04,0.9953963517027542,0.01,0.1,6.833333333333333,9.833333333333334
2,B05,0.974228413006183,0.01,0.1,6.666666666666667,9.833333333333334
2,B06,0.9673637331314047,0.01,0.1,6.666666666666667,9.833333333333334
2,B07,0.9737041777134908,0.01,0.1,6.666666666666667,9.833333333333334
2,B08,0.9658328347090903,0.01,0.1,6.5,9.833333333333334
2,B09,0.9809132938486865,0.01,0.1,6.666666666666667,9.833333333333334
2,B10,0.9722353768806427,0.01,0.1,6.833333333333333,10.0
2,B11,0.94635299893443,0.01,0.1,6.666666666666667,9.833333333333334
2,B12,0.9442224558927408,0.01,0.1,6.5,9.833333333333334
2,C01,0.9687732850235666,0.01,0.1,6.5,9.833333333333334
2,C02,0.9671256273629336,0.01,0.1,6.5,9.666666666666666
2,C03,0.9811163306457591,0.01,0.1,6.5,9.666666666666666
2,C04,0.9594171825376595,0.01,0.1,6.5,9.666666666666666
2,C05,0.9790790285446979,0.01,0.1,6.5,9.666666666666666
2,C06,0.9633202234172401,0.01,0.1,6.5,9.666666666666666
2,C07,0.9937280702130062,0.01,0.1,6.5,9.666666666666666
2,C08,0.9566203226233335,0.01,0.1,6.333333333333333,9.666666666666666
2,C09,0.9809340113237696,0.01,0.1,6.333333333333333,9.666666666666666
2,C10,0.9784683879209127,0.01,0.1,6.5,9.666666666666666
2,C11,0.9463729269620772,0.01,0.1,6.333333333333333,9.666666666666666
2,C12,0.9540628317077462,0.01,0.1,6.333333333333333,9.666666666666666
2,D01,0.9675714315208239,0.01,0.1,6.333333333333333,9.666666666666666
2,D02,0.9558978520650364,0.01,0.1,6.333333333333333,9.666666666666666
2,D03,0.9629264867863906,0.01,0.1,6.333333333333333,9.666666666666666
2,D04,0.9842129867852211,0.01,0.1,6.5,9.666666666666666
2,D05,0.9649386348809484,0.01,0.1,6.5,9.666666666666666
2,D06,0.9707047786456043,0.01,0.1,6.5,9.666666666666666
2,D07,0.9654650724742314,0.01,0.1,6.333333333333333,9.666666666666666
2,D08,0.9778677624581152,0.01,0.1,6.333333333333333,9.666666666666666
2,D09,0.9935250334159335,0.01,0.1,6.5,9.666666666666666
2,D10,0.9509545945758552,0.01,0.1,6.333333333333333,9.666666666666666
2,D11,0.9767999214501667,0.01,0.1,6.5,9.666666666666666
2,D12,0.9626888546425978,0.01,0.1,6.5,9.833333333333334
2,E01,0.9683501626763329,0.01,0.1,6.5,9.666666666666666
2,E02,0.9759009436348408,0.01,0.1,6.5,9.666666666666666
2,E03,0.9808178524143926,0.01,0.1,6.5,9.666666666666666
2,E04,0.9712593752904891,0.01,0.1,6.333333333333333,9.666666666666666
2,E05,0.9817430949578448,0.01,0.1,6.333333333333333,9.5
2,E06,0.9722620020259501,0.01,0.1,6.333333333333333,9.5
2,E07,0.9742871705760462,0.01,0.1,6.333333333333333,9.5
2,E08,0.9621474504870221,0.01,0.1,6.333333333333333,9.666666666666666
2,E09,0.9585504040077562,0.01,0.1,6.333333333333333,9.666666666666666
2,E10,0.9605600946883273,0.01,0.1,6.5,9.666666666666666
2,E11,0.9629264867863906,0.01,0.1,6.333333333333333,9.666666666666666
2,E12,0.9450705253297843,0.01,0.1,6.333333333333333,9.666666666666666
2,F01,0.9345663433565742,0.01,0.1,6.333333333333333,9.666666666666666
2,F02,0.94662047977438,0.01,0.1,6.166666666666667,9.5
2,F03,0.9993738091123145,0.01,0.1,6.5,9.666666666666666
2,F04,0.982986210616491,0.01,0.1,6.5,9.666666666666666
2,F05,0.9753963942797454,0.01,0.1,6.333333333333333,9.5
2,F06,0.9789887774511404,0.01,0.1,6.166666666666667,9.5
2,F07,0.9687732850235666,0.01,0.1,6.333333333333333,9.666666666666666
2,F08,0.9584094200522931,0.01,0.1,6.333333333333333,9.666666666666666
2,F09,0.9586702223866806,0.01,0.1,6.333333333333333,9.666666666666666
2,F10,0.9662290180062851,0.01,0.1,6.5,9.666666666666666
2,F11,0.9723081057506274,0.01,0.1,6.333333333333333,9.666666666666666
2,F12,0.9515598936284696,0.01,0.1,6.5,9.666666666666666
2,G01,0.9564179899185357,0.01,0.1,6.5,9.833333333333334
2,G02,0.9817359964378689,0.01,0.1,6.666666666666667,9.833333333333334
2,G03,0.9866527518535597,0.01,0.1,6.5,9.666666666666666
2,G04,0.979458928171507,0.01,0.1,6.5,9.833333333333334
2,G05,0.9829136204844133,0.01,0.1,6.666666666666667,9.833333333333334
2,G06,0.9036057509499755,0.01,0.1,5.833333333333333,9.333333333333334
2,G07,0.9626102489232445,0.01,0.1,6.5,9.833333333333334
2,G08,0.9484828622190377,0.01,0.1,6.5,9.666666666666666
2,G09,0.968096242732545,0.01,0.1,6.5,9.666666666666666
2,G10,0.9492208924890969,0.01,0.1,6.5,9.833333333333334
2,G11,0.9554648238275343,0.01,0.1,6.5,9.833333333333334
2,G12,0.9771076780531673,0.01,0.1,6.5,9.833333333333334
2,H01,0.8794989945990106,0.01,0.1,2.8333333333333335,9.666666666666666
2,H02,0.9651505785127878,0.01,0.1,6.333333333333333,9.5
2,H03,0.960475564083567,0.01,0.1,6.333333333333333,9.666666666666666
2,H04,0.9666001788410603,0.01,0.1,6.333333333333333,9.666666666666666
2,H05,0.9337911383212796,0.01,0.1,6.166666666666667,9.666666666666666
2,H06,0.8890970113143442,0.01,0.1,6.0,9.666666666666666
2,H07,0.9664204966728835,0.01,0.1,6.333333333333333,9.666666666666666
2,H08,0.9705941886723686,0.01,0.1,6.333333333333333,9.666666666666666
2,H09,0.9783792777735425,0.01,0.1,6.333333333333333,9.5
2,H10,0.9670599976455745,0.01,0.1,6.333333333333333,9.666666666666666
2,H11,0.9808133402880059,0.01,0.1,6.333333333333333,9.5
2,H12,0.9465361571673805,0.01,0.1,6.5,9.666666666666666
3,A01,0.9667444223407677,0.01,0.1,6.333333333333333,9.833333333333334
3,A02,0.9617576344828879,0.01,0.1,6.166666666666667,9.666666666666666
3,A03,0.9404252545869122,0.01,0.1,6.0,9.666666666666666
3,A04,0.9488851771901151,0.01,0.1,6.166666666666667,9.666666666666666
3,A05,0.9190885177940803,0.01,0.1,5.833333333333333,9.666666666666666
3,A06,0.9678408107732036,0.01,0.1,6.166666666666667,9.666666666666666
3,A07,0.9697356275865787,0.01,0.1,6.166666666666667,9.666666666666666
3,A08,0.7418355224302408,0.01,0.1,3.3333333333333335,7.666666666666667
3,A09,0.9741286060701824,0.01,0.1,6.166666666666667,9.5
3,A10,0.9671851893965664,0.01,0.1,6.166666666666667,9.666666666666666
3,A11,0.9468757302648481,0.01,0.1,6.5,9.833333333333334
3,A12,0.9644524996551392,0.01,0.1,6.5,10.0
3,B01,0.9367166130164106,0.01,0.1,6.166666666666667,9.833333333333334
3,B02,0.9635169066080748,0.01,0.1,6.166666666666667,9.666666666666666
3,B03,0.9826379459537015,0.01,0.1,6.333333333333333,9.666666666666666
3,B04,0.9309181319672858,0.01,0.1,6.0,9.666666666666666
3,B05,0.9402926674885738,0.01,0.1,6.0,9.666666666666666
3,B06,0.9696606325449676,0.01,0.1,6.166666666666667,9.666666666666666
3,B07,0.9684543690154176,0.01,0.1,6.166666666666667,9.666666666666666
3,B08,0.7386194532091933,0.01,0.1,3.3333333333333335,7.666666666666667
3,B09,0.9955102782759512,0.01,0.1,6.5,9.666666666666666
3,B10,0.9791319755816735,0.01,0.1,6.5,9.833333333333334
3,B11,0.9686759700931722,0.01,0.1,6.5,10.0
3,B12,0.9666635919498562,0.01,0.1,6.833333333333333,10.166666666666666
3,C01,0.9151574671012981,0.01,0.1,6.0,9.833333333333334
3,C02,0.9340979394731059,0.01,0.1,6.0,9.666666666666666
3,C03,0.9662430137969452,0.01,0.1,6.333333333333333,9.666666666666666
3,C04,0.944821181085181,0.01,0.1,6.0,9.666666666666666
3,C05,0.9273917964290909,0.01,0.1,5.833333333333333,9.666666666666666
3,C06,0.9597801461902384,0.01,0.1,6.166666666666667,9.666666666666666
3,C07,0.9370842252178433,0.01,0.1,6.0,9.666666666666666
3,C08,0.7604051042771099,0.01,0.1,3.5,7.666666666666667
3,C09,0.9000961928048764,0.01,0.1,5.666666666666667,9.5
3,C10,0.9409163271609103,0.01,0.1,6.0,9.666666666666666
3,C11,0.9536760358601811,0.01,0.1,6.166666666666667,9.666666666666666
3,C12,0.9470598378165895,0.01,0.1,6.333333333333333,9.666666666666666
3,D01,0.9713600061035411,0.01,0.1,6.333333333333333,9.666666666666666
3,D02,0.9417807905316241,0.01,0.1,6.0,9.666666666666666
3,D03,0.9309105292747967,0.01,0.1,5.833333333333333,9.5
3,D04,0.9706919296359775,0.01,0.1,6.166666666666667,9.666666666666666
3,D05,0.9531780435090875,0.01,0.1,6.0,9.666666666666666
3,D06,0.9278302968468223,0.01,0.1,5.833333333333333,9.5
3,D07,0.9958263190354205,0.01,0.1,6.333333333333333,9.666666666666666
3,D08,0.7548193076278414,0.01,0.1,3.3333333333333335,7.666666666666667
3,D09,0.9822015719452788,0.01,0.1,6.166666666666667,9.5
3,D10,0.9925138448951354,0.01,0.1,6.333333333333333,9.666666666666666
3,D11,0.9577045210468554,0.01,0.1,6.0,9.5
3,D12,0.9797659074297296,0.01,0.1,6.5,9.666666666666666
3,E01,0.95953086182591,0.01,0.1,6.166666666666667,9.666666666666666
3,E02,0.9900061700900882,0.01,0.1,6.5,9.666666666666666
3,E03,0.9409160834451373,0.01,0.1,6.0,9.666666666666666
3,E04,0.9725394669584899,0.01,0.1,6.166666666666667,9.666666666666666
3,E05,0.9676849869399547,0.01,0.1,6.166666666666667,9.666666666666666
3,E06,0.9731582095253016,0.01,0.1,6.333333333333333,9.666666666666666
3,E07,0.9747099245901778,0.01,0.1,6.166666666666667,9.666666666666666
3,E08,0.7261386544039392,0.01,0.1,3.1666666666666665,7.666666666666667
3,E09,0.9283167419509056,0.01,0.1,5.833333333333333,9.666666666666666
3,E10,0.9562456504912965,0.01,0.1,6.333333333333333,9.666666666666666
3,E11,0.9641202576566341,0.01,0.1,6.166666666666667,9.666666666666666
3,E12,0.9615246672849738,0.01,0.1,6.166666666666667,9.666666666666666
3,F01,0.9294151163185989,0.01,0.1,6.0,9.666666666666666
3,F02,0.9649877260207171,0.01,0.1,6.166666666666667,9.666666666666666
3,F03,0.956884232872694,0.01,0.1,6.166666666666667,9.666666666666666
3,F04,0.9276949133436649,0.01,0.1,5.833333333333333,9.5
3,F05,0.971969521211803,0.01,0.1,6.166666666666667,9.666666666666666
3,F06,0.985573413480666,0.01,0.1,6.333333333333333,9.666666666666666
3,F07,0.9550144207387291,0.01,0.1,6.166666666666667,9.666666666666666
3,F08,0.71257351302619,0.01,0.1,3.3333333333333335,7.5
3,F09,0.9844178508292856,0.01,0.1,6.333333333333333,9.666666666666666
3,F10,0.9705145399911218,0.01,0.1,6.333333333333333,9.666666666666666
3,F11,0.9881892005473659,0.01,0.1,6.333333333333333,9.666666666666666
3,F12,0.9682647068674007,0.01,0.1,6.333333333333333,9.666666666666666
3,G01,0.926090883400959,0.01,0.1,6.0,9.666666666666666
3,G02,0.9334461562054653,0.01,0.1,6.0,9.666666666666666
3,G03,0.9753813432516409,0.01,0.1,6.166666666666667,9.666666666666666
3,G04,0.9216159959997648,0.01,0.1,5.833333333333333,9.666666666666666
3,G05,0.9461352025091645,0.01,0.1,6.0,9.666666666666666
3,G06,0.9395351809970852,0.01,0.1,6.0,9.666666666666666
3,G07,0.935141073049793,0.01,0.1,6.0,9.666666666666666
3,G08,0.7527407333776228,0.01,0.1,3.3333333333333335,7.666666666666667
3,G09,0.9847334928270267,0.01,0.1,6.666666666666667,10.0
3,G10,0.9529064759806338,0.01,0.1,6.166666666666667,9.666666666666666
3,G11,0.9616013451225263,0.01,0.1,6.166666666666667,9.666666666666666
3,G12,0.9554799940727471,0.01,0.1,6.166666666666667,9.666666666666666
3,H01,0.919067734443708,0.01,0.1,6.0,9.833333333333334
3,H02,0.8952115681024487,0.01,0.1,5.833333333333333,9.666666666666666
3,H03,0.8988999548356147,0.01,0.1,5.833333333333333,9.666666666666666
3,H04,0.9333857472263898,0.01,0.1,6.166666666666667,9.666666666666666
3,H05,0.9112969531070173,0.01,0.1,5.833333333333333,9.666666666666666
3,H06,0.9645890687611349,0.01,0.1,6.166666666666667,9.666666666666666
3,H07,0.9064550155617075,0.01,0.1,5.833333333333333,9.666666666666666
3,H08,0.7224406673040283,0.01,0.1,3.1666666666666665,7.666666666666667
3,H09,0.9454079582205777,0.01,0.1,6.5,10.0
3,H10,0.9308164472843833,0.01,0.1,6.0,9.666666666666666
3,H11,0.9793841401236582,0.01,0.1,6.333333333333333,9.666666666666666
3,H12,0.9067139140910869,0.01,0.1,6.0,9.833333333333334
4,A01,0.9464069836202155,0.01,0.1,6.166666666666667,9.5
4,A02,0.9869349893772561,0.01,0.1,6.5,9.666666666666666
4,A03,0.9832458075166726,0.01,0.1,6.5,9.666666666666666
4,A04,0.9618959524071726,0.01,0.1,6.333333333333333,9.5
4,A05,0.9647427278146589,0.01,0.1,6.333333333333333,9.5
4,A06,0.9724642342365273,0.01,0.1,6.333333333333333,9.5
4,A07,0.9689605851466164,0.01,0.1,6.333333333333333,9.5
4,A08,0.9634236431895682,0.01,0.1,6.166666666666667,9.5
4,A10,0.974330965621552,0.01,0.1,6.333333333333333,9.5
4,A11,0.9424294221092716,0.01,0.1,6.166666666666667,9.666666666666666
4,A12,0.9500471874625892,0.01,0.1,6.333333333333333,9.666666666666666
4,B01,0.9386243719403374,0.01,0.1,6.333333333333333,9.666666666666666
4,B02,0.9905630900736235,0.01,0.1,6.666666666666667,9.833333333333334
4,B03,0.9444924466710652,0.01,0.1,6.333333333333333,9.666666666666666
4,B04,0.9743309656215516,0.01,0.1,6.5,9.666666666666666
4,B05,0.9631935109155743,0.01,0.1,6.5,9.833333333333334
4,B06,0.9936666812042247,0.01,0.1,6.666666666666667,9.666666666666666
4,B07,0.9828519236972756,0.01,0.1,6.5,9.666666666666666
4,B08,0.9680624606983078,0.01,0.1,6.5,9.666666666666666
4,B09,0.9832568364467277,0.01,0.1,6.5,9.666666666666666
4,B10,0.9802531740149045,0.01,0.1,6.5,9.666666666666666
4,B11,0.971669013289324,0.01,0.1,6.5,9.666666666666666
4,B12,0.9675968670515529,0.01,0.1,6.5,9.833333333333334
4,C01,0.9578769208080822,0.01,0.1,6.166666666666667,9.5
4,C02,0.9801710066800163,0.01,0.1,6.333333333333333,9.5
4,C03,0.9921729354913316,0.01,0.1,6.5,9.5
4,C04,0.9506443682771764,0.01,0.1,6.166666666666667,9.5
4,C05,0.9759029881951051,0.01,0.1,6.333333333333333,9.5
4,C06,0.9815293487913097,0.01,0.1,6.333333333333333,9.5
4,C07,0.9487708151045099,0.01,0.1,6.166666666666667,9.5
4,C08,0.975051220752874,0.01,0.1,6.333333333333333,9.5
4,C09,0.9746788124552821,0.01,0.1,6.333333333333333,9.5
4,C10,0.9597861556405578,0.01,0.1,6.333333333333333,9.666666666666666
4,C11,0.9637532831121097,0.01,0.1,6.333333333333333,9.666666666666666
4,C12,0.9666208336335967,0.01,0.1,6.333333333333333,9.666666666666666
4,D01,0.9721204891623556,0.01,0.1,6.333333333333333,9.5
4,D02,0.9449594530287685,0.01,0.1,6.166666666666667,9.5
4,D03,0.9832022795748074,0.01,0.1,6.5,9.666666666666666
4,D04,0.9780233658342196,0.01,0.1,6.333333333333333,9.5
4,D05,0.9822243620315281,0.01,0.1,6.333333333333333,9.5
4,D06,0.9912487983358528,0.01,0.1,6.333333333333333,9.5
4,D07,0.9705942017002233,0.01,0.1,6.333333333333333,9.5
4,D08,0.9671525713411668,0.01,0.1,6.166666666666667,9.5
4,D09,0.9847592004077393,0.01,0.1,6.333333333333333,9.5
4,D10,0.9754812327623259,0.01,0.1,6.333333333333333,9.666666666666666
4,D11,0.9758768132154424,0.01,0.1,6.333333333333333,9.666666666666666
4,D12,0.9616771672793156,0.01,0.1,6.333333333333333,9.666666666666666
4,E01,0.9541321971180303,0.01,0.1,6.166666666666667,9.5
4,E02,0.9853062029078297,0.01,0.1,6.5,9.666666666666666
4,E03,0.9816025919326602,0.01,0.1,6.5,9.666666666666666
4,E04,0.9555043524029391,0.01,0.1,6.166666666666667,9.5
4,E05,0.9772533473116076,0.01,0.1,6.333333333333333,9.5
4,E06,0.9824130244782708,0.01,0.1,6.333333333333333,9.5
4,E07,0.9933109223428499,0.01,0.1,6.333333333333333,9.5
4,E08,0.9647427278146589,0.01,0.1,6.333333333333333,9.5
4,E09,0.9520330654168004,0.01,0.1,6.333333333333333,9.666666666666666
4,E10,0.9842053141148105,0.01,0.1,6.5,9.666666666666666
4,E11,0.9554131060120254,0.01,0.1,6.333333333333333,9.666666666666666
4,E12,0.9323887969717151,0.01,0.1,6.166666666666667,9.5
4,F01,0.9308926905819497,0.01,0.1,6.166666666666667,9.5
4,F02,0.9685330839504407,0.01,0.1,6.333333333333333,9.5
4,F03,0.975456282511792,0.01,0.1,6.333333333333333,9.5
4,F04,0.9607648693294117,0.01,0.1,6.333333333333333,9.666666666666666
4,F05,0.9877009766929059,0.01,0.1,6.333333333333333,9.5
4,F06,0.9854978843447655,0.01,0.1,6.5,9.666666666666666
4,F07,0.9700339220180241,0.01,0.1,6.333333333333333,9.666666666666666
4,F08,0.9719956261017769,0.01,0.1,6.333333333333333,9.666666666666666
4,F09,0.9629264867863906,0.01,0.1,6.333333333333333,9.666666666666666
4,F10,0.9969968986415508,0.01,0.1,6.5,9.666666666666666
4,F11,0.971059379009197,0.01,0.1,6.5,9.666666666666666
4,F12,0.9674567275128875,0.01,0.1,6.5,9.833333333333334
4,G01,0.9433474972155499,0.01,0.1,6.166666666666667,9.5
4,G02,0.9757880361589806,0.01,0.1,6.5,9.666666666666666
4,G03,0.9720606740321647,0.01,0.1,6.5,9.833333333333334
4,G04,0.9713774149439138,0.01,0.1,6.5,9.666666666666666
4,G05,0.9854767427081027,0.01,0.1,6.666666666666667,9.833333333333334
4,G06,0.9657183396408554,0.01,0.1,6.666666666666667,9.833333333333334
4,G07,0.9837326544858795,0.01,0.1,6.666666666666667,9.833333333333334
4,G08,0.9576901501016584,0.01,0.1,6.666666666666667,9.833333333333334
4,G09,0.9641894750032619,0.01,0.1,6.666666666666667,10.0
4,G10,0.9654343731089234,0.01,0.1,6.666666666666667,9.833333333333334
4,G11,0.9624400887076228,0.01,0.1,6.5,9.833333333333334
4,G12,0.9577742204822893,0.01,0.1,6.833333333333333,10.0
4,H01,0.8130867004749158,0.01,0.1,2.6666666666666665,9.5
4,H02,0.7339834289457262,0.01,0.1,3.0,9.666666666666666
4,H03,0.9735988753160375,0.01,0.1,6.333333333333333,9.5
4,H04,0.969167218332841,0.01,0.1,6.333333333333333,9.5
4,H05,0.9751144992888697,0.01,0.1,6.333333333333333,9.666666666666666
4,H06,0.9595298846639666,0.01,0.1,6.333333333333333,9.5
4,H07,0.9686940475103987,0.01,0.1,6.333333333333333,9.666666666666666
4,H08,0.9666021764706526,0.01,0.1,6.333333333333333,9.666666666666666
4,H09,0.984218144343108,0.01,0.1,6.5,9.666666666666666
4,H10,0.9937720369155727,0.01,0.1,6.5,9.666666666666666
4,H11,0.9609671339250515,0.01,0.1,6.333333333333333,9.666666666666666
4,H12,0.9989131836844165,0.01,0.1,6.5,9.666666666666666
